year,flat_type,resale_price
2015-03,3 ROOM,303000
2015-03,3 ROOM,310000
2015-03,3 ROOM,310000
2015-03,3 ROOM,313000
2015-03,3 ROOM,322000
2015-03,3 ROOM,325000
2015-03,3 ROOM,330000
2015-03,3 ROOM,415000
2015-03,4 ROOM,373000
2015-03,4 ROOM,375000
2015-03,4 ROOM,400000
2015-03,4 ROOM,452000
2015-03,4 ROOM,465000
2015-03,4 ROOM,485000
2015-03,4 ROOM,490000
2015-03,4 ROOM,500000
2015-03,4 ROOM,500000
2015-03,4 ROOM,500000
2015-03,4 ROOM,520000
2015-03,4 ROOM,610000
2015-03,4 ROOM,637500
2015-03,4 ROOM,660000
2015-03,4 ROOM,660000
2015-03,4 ROOM,731888
2015-03,5 ROOM,600000
2015-03,5 ROOM,625000
2015-03,5 ROOM,675000
2015-03,5 ROOM,780000
2015-03,5 ROOM,800000
2015-03,EXECUTIVE,700000
2015-03,3 ROOM,243000
2015-03,3 ROOM,260000
2015-03,3 ROOM,283000
2015-03,3 ROOM,286000
2015-03,3 ROOM,298000
2015-03,3 ROOM,300000
2015-03,3 ROOM,300000
2015-03,3 ROOM,305000
2015-03,3 ROOM,308000
2015-03,3 ROOM,318000
2015-03,3 ROOM,320000
2015-03,3 ROOM,320000
2015-03,3 ROOM,331888
2015-03,3 ROOM,360000
2015-03,3 ROOM,365000
2015-03,4 ROOM,350000
2015-03,4 ROOM,355000
2015-03,4 ROOM,358000
2015-03,4 ROOM,360000
2015-03,4 ROOM,360000
2015-03,4 ROOM,362000
2015-03,4 ROOM,365000
2015-03,4 ROOM,375000
2015-03,4 ROOM,380000
2015-03,4 ROOM,380000
2015-03,4 ROOM,380000
2015-03,4 ROOM,388000
2015-03,4 ROOM,400000
2015-03,4 ROOM,400000
2015-03,4 ROOM,403000
2015-03,4 ROOM,410000
2015-03,4 ROOM,415000
2015-03,4 ROOM,418000
2015-03,4 ROOM,423000
2015-03,4 ROOM,425000
2015-03,4 ROOM,426888
2015-03,4 ROOM,438000
2015-03,4 ROOM,445000
2015-03,4 ROOM,470000
2015-03,5 ROOM,445000
2015-03,5 ROOM,470000
2015-03,5 ROOM,473000
2015-03,5 ROOM,480000
2015-03,5 ROOM,485000
2015-03,5 ROOM,485000
2015-03,5 ROOM,485000
2015-03,5 ROOM,525000
2015-03,5 ROOM,530000
2015-03,5 ROOM,542000
2015-03,EXECUTIVE,570000
2015-03,EXECUTIVE,580000
2015-03,EXECUTIVE,596000
2015-03,EXECUTIVE,630000
2015-03,EXECUTIVE,652000
2015-03,EXECUTIVE,660000
2015-03,EXECUTIVE,675000
2015-03,EXECUTIVE,695000
2015-03,EXECUTIVE,730000
2015-03,EXECUTIVE,752000
2015-03,EXECUTIVE,820000
2015-03,EXECUTIVE,820000
2015-03,3 ROOM,260000
2015-03,3 ROOM,265000
2015-03,3 ROOM,280000
2015-03,3 ROOM,285000
2015-03,3 ROOM,286000
2015-03,3 ROOM,309000
2015-03,3 ROOM,312000
2015-03,3 ROOM,315000
2015-03,3 ROOM,315000
2015-03,3 ROOM,320000
2015-03,3 ROOM,335000
2015-03,3 ROOM,346000
2015-03,3 ROOM,362000
2015-03,4 ROOM,350000
2015-03,4 ROOM,381000
2015-03,4 ROOM,400000
2015-03,4 ROOM,445000
2015-03,4 ROOM,483000
2015-03,4 ROOM,488000
2015-03,5 ROOM,470000
2015-03,5 ROOM,500000
2015-03,5 ROOM,500000
2015-03,5 ROOM,518000
2015-03,5 ROOM,520000
2015-03,5 ROOM,558888
2015-03,5 ROOM,605000
2015-03,5 ROOM,616000
2015-03,2 ROOM,260000
2015-03,3 ROOM,245000
2015-03,3 ROOM,256500
2015-03,3 ROOM,258000
2015-03,3 ROOM,260000
2015-03,3 ROOM,261000
2015-03,3 ROOM,262000
2015-03,3 ROOM,274000
2015-03,3 ROOM,280000
2015-03,3 ROOM,280000
2015-03,3 ROOM,285000
2015-03,3 ROOM,288000
2015-03,3 ROOM,289000
2015-03,3 ROOM,290000
2015-03,3 ROOM,291800
2015-03,3 ROOM,300000
2015-03,3 ROOM,300000
2015-03,3 ROOM,301000
2015-03,3 ROOM,301000
2015-03,3 ROOM,314000
2015-03,3 ROOM,319000
2015-03,3 ROOM,328000
2015-03,3 ROOM,340000
2015-03,3 ROOM,348000
2015-03,4 ROOM,323888
2015-03,4 ROOM,352000
2015-03,4 ROOM,352000
2015-03,4 ROOM,352000
2015-03,4 ROOM,353888
2015-03,4 ROOM,355000
2015-03,4 ROOM,360000
2015-03,4 ROOM,360000
2015-03,4 ROOM,360000
2015-03,4 ROOM,362000
2015-03,4 ROOM,365000
2015-03,4 ROOM,365000
2015-03,4 ROOM,365000
2015-03,4 ROOM,368000
2015-03,4 ROOM,370000
2015-03,4 ROOM,370000
2015-03,4 ROOM,370000
2015-03,4 ROOM,373888
2015-03,4 ROOM,376000
2015-03,4 ROOM,379000
2015-03,4 ROOM,382000
2015-03,4 ROOM,383000
2015-03,4 ROOM,385000
2015-03,4 ROOM,388000
2015-03,4 ROOM,392000
2015-03,4 ROOM,395000
2015-03,4 ROOM,395000
2015-03,4 ROOM,395888
2015-03,4 ROOM,396000
2015-03,4 ROOM,398000
2015-03,4 ROOM,405000
2015-03,4 ROOM,405000
2015-03,4 ROOM,408000
2015-03,4 ROOM,408000
2015-03,4 ROOM,410000
2015-03,4 ROOM,430000
2015-03,4 ROOM,438000
2015-03,4 ROOM,438000
2015-03,5 ROOM,387000
2015-03,5 ROOM,388888
2015-03,5 ROOM,390000
2015-03,5 ROOM,415000
2015-03,5 ROOM,430000
2015-03,5 ROOM,430000
2015-03,5 ROOM,439888
2015-03,5 ROOM,440000
2015-03,5 ROOM,445000
2015-03,5 ROOM,445000
2015-03,5 ROOM,445000
2015-03,5 ROOM,445000
2015-03,5 ROOM,445000
2015-03,5 ROOM,446000
2015-03,5 ROOM,448000
2015-03,5 ROOM,450000
2015-03,5 ROOM,453000
2015-03,5 ROOM,458000
2015-03,5 ROOM,468800
2015-03,5 ROOM,475000
2015-03,5 ROOM,480000
2015-03,5 ROOM,482000
2015-03,5 ROOM,485000
2015-03,5 ROOM,488000
2015-03,5 ROOM,490000
2015-03,5 ROOM,512000
2015-03,5 ROOM,538000
2015-03,EXECUTIVE,545000
2015-03,EXECUTIVE,550000
2015-03,EXECUTIVE,555000
2015-03,EXECUTIVE,570000
2015-03,EXECUTIVE,570000
2015-03,EXECUTIVE,595000
2015-03,EXECUTIVE,611888
2015-03,EXECUTIVE,635000
2015-03,3 ROOM,270000
2015-03,3 ROOM,285000
2015-03,3 ROOM,293000
2015-03,3 ROOM,302000
2015-03,3 ROOM,315000
2015-03,3 ROOM,340000
2015-03,3 ROOM,342000
2015-03,3 ROOM,360000
2015-03,3 ROOM,360000
2015-03,3 ROOM,365000
2015-03,3 ROOM,366000
2015-03,3 ROOM,385000
2015-03,3 ROOM,385000
2015-03,3 ROOM,390000
2015-03,3 ROOM,470000
2015-03,3 ROOM,470000
2015-03,3 ROOM,708000
2015-03,3 ROOM,1060000
2015-03,4 ROOM,410000
2015-03,4 ROOM,430000
2015-03,4 ROOM,460000
2015-03,4 ROOM,478888
2015-03,4 ROOM,505000
2015-03,4 ROOM,600000
2015-03,4 ROOM,618000
2015-03,4 ROOM,638000
2015-03,4 ROOM,658000
2015-03,4 ROOM,670000
2015-03,4 ROOM,680000
2015-03,5 ROOM,570000
2015-03,5 ROOM,585000
2015-03,5 ROOM,605000
2015-03,5 ROOM,606000
2015-03,5 ROOM,620000
2015-03,5 ROOM,620000
2015-03,5 ROOM,668000
2015-03,5 ROOM,710000
2015-03,5 ROOM,770000
2015-03,3 ROOM,348000
2015-03,3 ROOM,367000
2015-03,3 ROOM,370000
2015-03,3 ROOM,388000
2015-03,3 ROOM,410000
2015-03,3 ROOM,425000
2015-03,4 ROOM,500000
2015-03,4 ROOM,510000
2015-03,5 ROOM,715000
2015-03,5 ROOM,798000
2015-03,5 ROOM,850000
2015-03,5 ROOM,880000
2015-03,4 ROOM,370000
2015-03,4 ROOM,380000
2015-03,4 ROOM,380000
2015-03,4 ROOM,380000
2015-03,4 ROOM,380000
2015-03,4 ROOM,390000
2015-03,4 ROOM,395000
2015-03,4 ROOM,395000
2015-03,4 ROOM,402000
2015-03,4 ROOM,405000
2015-03,4 ROOM,405000
2015-03,4 ROOM,412000
2015-03,4 ROOM,416000
2015-03,4 ROOM,420000
2015-03,4 ROOM,421000
2015-03,4 ROOM,425000
2015-03,4 ROOM,428000
2015-03,4 ROOM,430000
2015-03,4 ROOM,438888
2015-03,4 ROOM,460000
2015-03,4 ROOM,488888
2015-03,4 ROOM,512000
2015-03,5 ROOM,423000
2015-03,5 ROOM,440000
2015-03,5 ROOM,440000
2015-03,5 ROOM,450000
2015-03,5 ROOM,450000
2015-03,5 ROOM,460000
2015-03,5 ROOM,460000
2015-03,5 ROOM,465000
2015-03,5 ROOM,470000
2015-03,5 ROOM,475000
2015-03,5 ROOM,485000
2015-03,5 ROOM,488000
2015-03,5 ROOM,488000
2015-03,5 ROOM,488000
2015-03,5 ROOM,488000
2015-03,5 ROOM,490000
2015-03,5 ROOM,490000
2015-03,5 ROOM,495000
2015-03,5 ROOM,520000
2015-03,5 ROOM,548000
2015-03,EXECUTIVE,545000
2015-03,EXECUTIVE,552000
2015-03,EXECUTIVE,580000
2015-03,EXECUTIVE,585000
2015-03,EXECUTIVE,640000
2015-03,EXECUTIVE,680000
2015-03,EXECUTIVE,725000
2015-03,4 ROOM,350000
2015-03,4 ROOM,363000
2015-03,4 ROOM,370000
2015-03,4 ROOM,373000
2015-03,4 ROOM,380000
2015-03,4 ROOM,388000
2015-03,4 ROOM,390000
2015-03,4 ROOM,400000
2015-03,4 ROOM,408000
2015-03,4 ROOM,410000
2015-03,4 ROOM,430000
2015-03,4 ROOM,430000
2015-03,4 ROOM,435000
2015-03,4 ROOM,436000
2015-03,4 ROOM,438000
2015-03,4 ROOM,438000
2015-03,4 ROOM,460000
2015-03,4 ROOM,460000
2015-03,4 ROOM,475000
2015-03,4 ROOM,480000
2015-03,4 ROOM,488000
2015-03,4 ROOM,495000
2015-03,4 ROOM,500000
2015-03,4 ROOM,500888
2015-03,4 ROOM,526888
2015-03,5 ROOM,400000
2015-03,5 ROOM,400000
2015-03,5 ROOM,405000
2015-03,5 ROOM,405000
2015-03,5 ROOM,430000
2015-03,5 ROOM,430000
2015-03,5 ROOM,430000
2015-03,5 ROOM,440000
2015-03,5 ROOM,450000
2015-03,5 ROOM,455000
2015-03,5 ROOM,458000
2015-03,5 ROOM,460000
2015-03,5 ROOM,460000
2015-03,5 ROOM,465000
2015-03,5 ROOM,470000
2015-03,5 ROOM,470000
2015-03,5 ROOM,473888
2015-03,5 ROOM,480000
2015-03,5 ROOM,490000
2015-03,5 ROOM,490000
2015-03,5 ROOM,490000
2015-03,5 ROOM,498000
2015-03,5 ROOM,500000
2015-03,5 ROOM,505000
2015-03,5 ROOM,510000
2015-03,5 ROOM,510000
2015-03,5 ROOM,512000
2015-03,EXECUTIVE,560000
2015-03,EXECUTIVE,570000
2015-03,EXECUTIVE,617000
2015-03,2 ROOM,246800
2015-03,2 ROOM,248888
2015-03,3 ROOM,305000
2015-03,3 ROOM,308000
2015-03,3 ROOM,320000
2015-03,3 ROOM,320000
2015-03,3 ROOM,345000
2015-03,3 ROOM,350000
2015-03,3 ROOM,350000
2015-03,3 ROOM,350000
2015-03,3 ROOM,360000
2015-03,3 ROOM,365000
2015-03,3 ROOM,365888
2015-03,3 ROOM,370000
2015-03,3 ROOM,380000
2015-03,3 ROOM,390000
2015-03,3 ROOM,408000
2015-03,3 ROOM,410000
2015-03,3 ROOM,475000
2015-03,3 ROOM,528000
2015-03,4 ROOM,515000
2015-03,4 ROOM,575000
2015-03,4 ROOM,608000
2015-03,4 ROOM,650000
2015-03,4 ROOM,655000
2015-03,4 ROOM,675000
2015-03,4 ROOM,678000
2015-03,4 ROOM,690000
2015-03,4 ROOM,715000
2015-03,4 ROOM,718000
2015-03,4 ROOM,720000
2015-03,5 ROOM,740000
2015-03,5 ROOM,810000
2015-03,5 ROOM,838000
2015-03,5 ROOM,908000
2015-03,4 ROOM,339000
2015-03,4 ROOM,360000
2015-03,4 ROOM,368000
2015-03,4 ROOM,368000
2015-03,4 ROOM,368000
2015-03,4 ROOM,370000
2015-03,4 ROOM,370000
2015-03,4 ROOM,370000
2015-03,4 ROOM,370888
2015-03,4 ROOM,375000
2015-03,4 ROOM,375000
2015-03,4 ROOM,375000
2015-03,4 ROOM,380000
2015-03,4 ROOM,380000
2015-03,4 ROOM,385000
2015-03,4 ROOM,386000
2015-03,4 ROOM,388888
2015-03,4 ROOM,400000
2015-03,5 ROOM,398000
2015-03,5 ROOM,402000
2015-03,5 ROOM,405000
2015-03,5 ROOM,408000
2015-03,5 ROOM,410000
2015-03,5 ROOM,416000
2015-03,5 ROOM,430000
2015-03,5 ROOM,430000
2015-03,5 ROOM,430000
2015-03,5 ROOM,435000
2015-03,5 ROOM,445000
2015-03,5 ROOM,450000
2015-03,5 ROOM,465000
2015-03,5 ROOM,505000
2015-03,EXECUTIVE,465000
2015-03,EXECUTIVE,475000
2015-03,EXECUTIVE,495000
2015-03,EXECUTIVE,510000
2015-03,EXECUTIVE,550000
2015-03,3 ROOM,365000
2015-03,4 ROOM,335000
2015-03,4 ROOM,337000
2015-03,4 ROOM,350000
2015-03,4 ROOM,366000
2015-03,4 ROOM,368000
2015-03,4 ROOM,370000
2015-03,4 ROOM,372000
2015-03,4 ROOM,373000
2015-03,4 ROOM,375000
2015-03,4 ROOM,376000
2015-03,4 ROOM,380000
2015-03,4 ROOM,380000
2015-03,4 ROOM,380000
2015-03,4 ROOM,388000
2015-03,4 ROOM,388000
2015-03,4 ROOM,395000
2015-03,4 ROOM,398000
2015-03,4 ROOM,402000
2015-03,4 ROOM,410000
2015-03,4 ROOM,412000
2015-03,4 ROOM,415000
2015-03,4 ROOM,415000
2015-03,4 ROOM,418000
2015-03,4 ROOM,420000
2015-03,4 ROOM,421000
2015-03,4 ROOM,428000
2015-03,4 ROOM,430000
2015-03,4 ROOM,433000
2015-03,4 ROOM,435888
2015-03,4 ROOM,438000
2015-03,4 ROOM,440000
2015-03,4 ROOM,440000
2015-03,4 ROOM,440000
2015-03,4 ROOM,443888
2015-03,4 ROOM,445000
2015-03,4 ROOM,450000
2015-03,4 ROOM,450388
2015-03,4 ROOM,455000
2015-03,4 ROOM,508888
2015-03,4 ROOM,515000
2015-03,4 ROOM,528888
2015-03,4 ROOM,540000
2015-03,4 ROOM,542000
2015-03,4 ROOM,548000
2015-03,4 ROOM,551800
2015-03,4 ROOM,555000
2015-03,5 ROOM,400000
2015-03,5 ROOM,408000
2015-03,5 ROOM,410000
2015-03,5 ROOM,410000
2015-03,5 ROOM,418000
2015-03,5 ROOM,420000
2015-03,5 ROOM,420000
2015-03,5 ROOM,433000
2015-03,5 ROOM,435000
2015-03,5 ROOM,445000
2015-03,5 ROOM,445000
2015-03,5 ROOM,448888
2015-03,5 ROOM,450000
2015-03,5 ROOM,450000
2015-03,5 ROOM,460000
2015-03,5 ROOM,460000
2015-03,5 ROOM,470000
2015-03,5 ROOM,470000
2015-03,5 ROOM,470000
2015-03,5 ROOM,485000
2015-03,5 ROOM,495000
2015-03,5 ROOM,500000
2015-03,5 ROOM,500000
2015-03,5 ROOM,500000
2015-03,5 ROOM,508000
2015-03,5 ROOM,518000
2015-03,5 ROOM,538888
2015-03,5 ROOM,558000
2015-03,5 ROOM,580000
2015-03,EXECUTIVE,520000
2015-03,EXECUTIVE,565000
2015-03,EXECUTIVE,573000
2015-03,EXECUTIVE,580000
2015-03,EXECUTIVE,590000
2015-03,EXECUTIVE,620000
2015-03,EXECUTIVE,620000
2015-03,EXECUTIVE,630000
2015-03,EXECUTIVE,640000
2015-03,3 ROOM,268000
2015-03,3 ROOM,288000
2015-03,3 ROOM,300000
2015-03,3 ROOM,307000
2015-03,3 ROOM,309000
2015-03,3 ROOM,324000
2015-03,3 ROOM,338000
2015-03,3 ROOM,348000
2015-03,3 ROOM,350000
2015-03,3 ROOM,350000
2015-03,3 ROOM,355000
2015-03,3 ROOM,358000
2015-03,3 ROOM,373000
2015-03,3 ROOM,375000
2015-03,3 ROOM,385000
2015-03,3 ROOM,390000
2015-03,3 ROOM,405000
2015-03,4 ROOM,378000
2015-03,4 ROOM,388000
2015-03,4 ROOM,388000
2015-03,4 ROOM,432500
2015-03,4 ROOM,435000
2015-03,4 ROOM,453000
2015-03,4 ROOM,510000
2015-03,4 ROOM,513000
2015-03,4 ROOM,530000
2015-03,4 ROOM,561000
2015-03,5 ROOM,455000
2015-03,5 ROOM,468000
2015-03,5 ROOM,492000
2015-03,5 ROOM,505000
2015-03,5 ROOM,620000
2015-03,EXECUTIVE,650000
2015-03,EXECUTIVE,665888
2015-03,EXECUTIVE,730000
2015-03,EXECUTIVE,790000
2015-03,EXECUTIVE,820000
2015-03,3 ROOM,300000
2015-03,3 ROOM,300000
2015-03,3 ROOM,300000
2015-03,3 ROOM,305000
2015-03,3 ROOM,308000
2015-03,3 ROOM,310000
2015-03,3 ROOM,310000
2015-03,3 ROOM,310000
2015-03,3 ROOM,315000
2015-03,3 ROOM,315000
2015-03,3 ROOM,320000
2015-03,3 ROOM,320000
2015-03,3 ROOM,320000
2015-03,3 ROOM,322800
2015-03,3 ROOM,323000
2015-03,3 ROOM,325500
2015-03,3 ROOM,328000
2015-03,3 ROOM,330000
2015-03,3 ROOM,337000
2015-03,3 ROOM,342000
2015-03,3 ROOM,343000
2015-03,3 ROOM,345000
2015-03,3 ROOM,347000
2015-03,3 ROOM,348000
2015-03,3 ROOM,355000
2015-03,3 ROOM,360000
2015-03,3 ROOM,368000
2015-03,4 ROOM,360000
2015-03,4 ROOM,380000
2015-03,4 ROOM,380000
2015-03,4 ROOM,390000
2015-03,4 ROOM,390000
2015-03,4 ROOM,390000
2015-03,4 ROOM,391000
2015-03,4 ROOM,392000
2015-03,4 ROOM,393000
2015-03,4 ROOM,400000
2015-03,4 ROOM,403000
2015-03,4 ROOM,405000
2015-03,4 ROOM,405000
2015-03,4 ROOM,406000
2015-03,4 ROOM,408000
2015-03,4 ROOM,408000
2015-03,4 ROOM,410000
2015-03,4 ROOM,410000
2015-03,4 ROOM,413000
2015-03,4 ROOM,415000
2015-03,4 ROOM,415000
2015-03,4 ROOM,415000
2015-03,4 ROOM,415000
2015-03,4 ROOM,418000
2015-03,4 ROOM,420000
2015-03,4 ROOM,420000
2015-03,4 ROOM,420000
2015-03,4 ROOM,420000
2015-03,4 ROOM,423888
2015-03,4 ROOM,425000
2015-03,4 ROOM,428000
2015-03,4 ROOM,428000
2015-03,4 ROOM,435000
2015-03,4 ROOM,438000
2015-03,4 ROOM,438000
2015-03,4 ROOM,440000
2015-03,4 ROOM,445000
2015-03,4 ROOM,450000
2015-03,4 ROOM,454000
2015-03,4 ROOM,455000
2015-03,4 ROOM,565000
2015-03,5 ROOM,472000
2015-03,5 ROOM,488000
2015-03,5 ROOM,490000
2015-03,5 ROOM,490000
2015-03,5 ROOM,500000
2015-03,5 ROOM,500000
2015-03,5 ROOM,502000
2015-03,5 ROOM,505000
2015-03,5 ROOM,505000
2015-03,5 ROOM,508000
2015-03,5 ROOM,510000
2015-03,5 ROOM,510000
2015-03,5 ROOM,520000
2015-03,5 ROOM,522000
2015-03,5 ROOM,525000
2015-03,5 ROOM,526000
2015-03,5 ROOM,530000
2015-03,5 ROOM,530000
2015-03,5 ROOM,535000
2015-03,5 ROOM,543000
2015-03,5 ROOM,547000
2015-03,5 ROOM,550000
2015-03,5 ROOM,575000
2015-03,5 ROOM,580000
2015-03,5 ROOM,630000
2015-03,5 ROOM,640000
2015-03,5 ROOM,688888
2015-03,EXECUTIVE,600000
2015-03,EXECUTIVE,618888
2015-03,EXECUTIVE,630000
2015-03,EXECUTIVE,640000
2015-03,EXECUTIVE,670000
2015-03,EXECUTIVE,670000
2015-03,EXECUTIVE,680000
2015-03,EXECUTIVE,700000
2015-03,EXECUTIVE,700000
2015-03,EXECUTIVE,725000
2015-03,EXECUTIVE,775000
2015-03,3 ROOM,265000
2015-03,3 ROOM,278000
2015-03,3 ROOM,285000
2015-03,3 ROOM,306000
2015-03,3 ROOM,320000
2015-03,3 ROOM,335000
2015-03,3 ROOM,339000
2015-03,3 ROOM,365000
2015-03,3 ROOM,368888
2015-03,3 ROOM,373000
2015-03,3 ROOM,420000
2015-03,4 ROOM,388000
2015-03,4 ROOM,388000
2015-03,4 ROOM,400000
2015-03,4 ROOM,410000
2015-03,4 ROOM,430000
2015-03,4 ROOM,435000
2015-03,4 ROOM,445000
2015-03,4 ROOM,535000
2015-03,4 ROOM,550000
2015-03,4 ROOM,610000
2015-03,4 ROOM,650000
2015-03,4 ROOM,670000
2015-03,4 ROOM,700000
2015-03,4 ROOM,702000
2015-03,4 ROOM,788000
2015-03,5 ROOM,608000
2015-03,5 ROOM,620000
2015-03,5 ROOM,635000
2015-03,5 ROOM,638000
2015-03,5 ROOM,650000
2015-03,5 ROOM,660000
2015-03,5 ROOM,690000
2015-03,5 ROOM,725000
2015-03,5 ROOM,778000
2015-03,EXECUTIVE,848000
2015-03,3 ROOM,250000
2015-03,3 ROOM,255000
2015-03,3 ROOM,263000
2015-03,3 ROOM,270000
2015-03,3 ROOM,272000
2015-03,3 ROOM,273000
2015-03,3 ROOM,275000
2015-03,3 ROOM,280000
2015-03,3 ROOM,280000
2015-03,3 ROOM,287000
2015-03,3 ROOM,290000
2015-03,3 ROOM,300000
2015-03,3 ROOM,310000
2015-03,3 ROOM,312000
2015-03,4 ROOM,290000
2015-03,4 ROOM,320000
2015-03,4 ROOM,323000
2015-03,4 ROOM,325000
2015-03,4 ROOM,331800
2015-03,4 ROOM,338000
2015-03,4 ROOM,340000
2015-03,4 ROOM,345000
2015-03,4 ROOM,350000
2015-03,4 ROOM,353000
2015-03,4 ROOM,355000
2015-03,4 ROOM,355000
2015-03,4 ROOM,355000
2015-03,4 ROOM,355000
2015-03,4 ROOM,358000
2015-03,4 ROOM,358000
2015-03,4 ROOM,360000
2015-03,4 ROOM,360000
2015-03,4 ROOM,360000
2015-03,4 ROOM,365000
2015-03,4 ROOM,370000
2015-03,4 ROOM,370000
2015-03,4 ROOM,373000
2015-03,4 ROOM,380000
2015-03,4 ROOM,380000
2015-03,4 ROOM,382500
2015-03,4 ROOM,385000
2015-03,4 ROOM,386000
2015-03,4 ROOM,390000
2015-03,4 ROOM,396000
2015-03,4 ROOM,400000
2015-03,4 ROOM,405000
2015-03,4 ROOM,451000
2015-03,5 ROOM,380000
2015-03,5 ROOM,380000
2015-03,5 ROOM,380000
2015-03,5 ROOM,397000
2015-03,5 ROOM,405000
2015-03,5 ROOM,405000
2015-03,5 ROOM,405000
2015-03,5 ROOM,410000
2015-03,5 ROOM,410000
2015-03,5 ROOM,410000
2015-03,5 ROOM,410000
2015-03,5 ROOM,415000
2015-03,5 ROOM,420000
2015-03,5 ROOM,425000
2015-03,5 ROOM,428000
2015-03,5 ROOM,435000
2015-03,5 ROOM,435000
2015-03,5 ROOM,450000
2015-03,5 ROOM,450000
2015-03,5 ROOM,455000
2015-03,5 ROOM,455000
2015-03,5 ROOM,465000
2015-03,5 ROOM,500000
2015-03,EXECUTIVE,505000
2015-03,EXECUTIVE,565000
2015-03,EXECUTIVE,585000
2015-03,EXECUTIVE,610000
2015-03,EXECUTIVE,612000
2015-03,EXECUTIVE,700000
2015-03,3 ROOM,266888
2015-03,3 ROOM,270000
2015-03,3 ROOM,278000
2015-03,3 ROOM,280000
2015-03,3 ROOM,280000
2015-03,3 ROOM,280000
2015-03,3 ROOM,281888
2015-03,3 ROOM,282000
2015-03,3 ROOM,285000
2015-03,3 ROOM,290000
2015-03,3 ROOM,292000
2015-03,3 ROOM,295000
2015-03,3 ROOM,296000
2015-03,3 ROOM,296888
2015-03,3 ROOM,298888
2015-03,3 ROOM,300000
2015-03,3 ROOM,300000
2015-03,3 ROOM,300000
2015-03,3 ROOM,300000
2015-03,3 ROOM,303000
2015-03,3 ROOM,310000
2015-03,3 ROOM,310000
2015-03,3 ROOM,310000
2015-03,3 ROOM,310000
2015-03,3 ROOM,320000
2015-03,3 ROOM,328000
2015-03,3 ROOM,368000
2015-03,4 ROOM,308000
2015-03,4 ROOM,310000
2015-03,4 ROOM,313888
2015-03,4 ROOM,315000
2015-03,4 ROOM,316000
2015-03,4 ROOM,320000
2015-03,4 ROOM,320000
2015-03,4 ROOM,321000
2015-03,4 ROOM,322000
2015-03,4 ROOM,328000
2015-03,4 ROOM,330000
2015-03,4 ROOM,333000
2015-03,4 ROOM,335000
2015-03,4 ROOM,338000
2015-03,4 ROOM,338000
2015-03,4 ROOM,340000
2015-03,4 ROOM,348000
2015-03,4 ROOM,350000
2015-03,4 ROOM,350000
2015-03,4 ROOM,355000
2015-03,4 ROOM,360000
2015-03,4 ROOM,360000
2015-03,4 ROOM,360000
2015-03,4 ROOM,360000
2015-03,4 ROOM,360000
2015-03,4 ROOM,362000
2015-03,4 ROOM,365000
2015-03,4 ROOM,365000
2015-03,4 ROOM,365000
2015-03,4 ROOM,365000
2015-03,4 ROOM,365000
2015-03,4 ROOM,368000
2015-03,4 ROOM,369000
2015-03,4 ROOM,370000
2015-03,4 ROOM,373000
2015-03,4 ROOM,375000
2015-03,4 ROOM,375000
2015-03,4 ROOM,380000
2015-03,4 ROOM,380000
2015-03,4 ROOM,380888
2015-03,4 ROOM,410000
2015-03,4 ROOM,412000
2015-03,4 ROOM,420000
2015-03,4 ROOM,430000
2015-03,5 ROOM,398000
2015-03,5 ROOM,410000
2015-03,5 ROOM,413888
2015-03,5 ROOM,420000
2015-03,5 ROOM,428000
2015-03,5 ROOM,448000
2015-03,5 ROOM,450000
2015-03,5 ROOM,460000
2015-03,5 ROOM,480000
2015-03,5 ROOM,482000
2015-03,5 ROOM,483000
2015-03,5 ROOM,485000
2015-03,5 ROOM,495000
2015-03,EXECUTIVE,515000
2015-03,EXECUTIVE,620000
2015-03,EXECUTIVE,695000
2015-04,2 ROOM,240000
2015-04,2 ROOM,241000
2015-04,2 ROOM,245000
2015-04,2 ROOM,265000
2015-04,2 ROOM,272000
2015-04,3 ROOM,268000
2015-04,3 ROOM,270000
2015-04,3 ROOM,278000
2015-04,3 ROOM,280000
2015-04,3 ROOM,280000
2015-04,3 ROOM,280000
2015-04,3 ROOM,280000
2015-04,3 ROOM,285000
2015-04,3 ROOM,288000
2015-04,3 ROOM,295000
2015-04,3 ROOM,295000
2015-04,3 ROOM,295000
2015-04,3 ROOM,296000
2015-04,3 ROOM,300000
2015-04,3 ROOM,300000
2015-04,3 ROOM,300000
2015-04,3 ROOM,300000
2015-04,3 ROOM,300000
2015-04,3 ROOM,305000
2015-04,3 ROOM,305000
2015-04,3 ROOM,305000
2015-04,3 ROOM,305000
2015-04,3 ROOM,306000
2015-04,3 ROOM,308000
2015-04,3 ROOM,308000
2015-04,3 ROOM,308000
2015-04,3 ROOM,308000
2015-04,3 ROOM,308888
2015-04,3 ROOM,310000
2015-04,3 ROOM,310000
2015-04,3 ROOM,310000
2015-04,3 ROOM,320000
2015-04,3 ROOM,322000
2015-04,3 ROOM,324000
2015-04,3 ROOM,325000
2015-04,3 ROOM,325000
2015-04,3 ROOM,330000
2015-04,3 ROOM,338000
2015-04,3 ROOM,338000
2015-04,3 ROOM,340000
2015-04,3 ROOM,340000
2015-04,3 ROOM,348000
2015-04,3 ROOM,357388
2015-04,3 ROOM,358000
2015-04,3 ROOM,360000
2015-04,3 ROOM,360000
2015-04,3 ROOM,368000
2015-04,3 ROOM,375000
2015-04,3 ROOM,380000
2015-04,3 ROOM,380000
