year,flat_type,resale_price
2015-01,5 ROOM,563000
2015-01,5 ROOM,575000
2015-01,5 ROOM,575000
2015-01,5 ROOM,618888
2015-01,5 ROOM,620000
2015-01,5 ROOM,635000
2015-01,5 ROOM,637000
2015-01,5 ROOM,688000
2015-01,5 ROOM,768000
2015-01,EXECUTIVE,620000
2015-01,EXECUTIVE,630000
2015-01,EXECUTIVE,753000
2015-01,EXECUTIVE,840000
2015-01,3 ROOM,392000
2015-01,4 ROOM,410000
2015-01,4 ROOM,438000
2015-01,4 ROOM,470000
2015-01,4 ROOM,475000
2015-01,4 ROOM,485000
2015-01,4 ROOM,520000
2015-01,4 ROOM,530000
2015-01,4 ROOM,535000
2015-01,4 ROOM,538000
2015-01,4 ROOM,565000
2015-01,4 ROOM,570000
2015-01,4 ROOM,570000
2015-01,4 ROOM,585000
2015-01,4 ROOM,588000
2015-01,4 ROOM,675000
2015-01,5 ROOM,590000
2015-01,5 ROOM,668888
2015-01,5 ROOM,770000
2015-01,5 ROOM,782000
2015-01,5 ROOM,820000
2015-01,5 ROOM,851000
2015-01,EXECUTIVE,835000
2015-01,EXECUTIVE,880000
2015-01,EXECUTIVE,955000
2015-01,3 ROOM,255000
2015-01,3 ROOM,270000
2015-01,3 ROOM,270000
2015-01,3 ROOM,272000
2015-01,3 ROOM,275000
2015-01,3 ROOM,276000
2015-01,3 ROOM,280000
2015-01,3 ROOM,280000
2015-01,3 ROOM,280000
2015-01,3 ROOM,280000
2015-01,3 ROOM,283000
2015-01,3 ROOM,283000
2015-01,3 ROOM,285000
2015-01,3 ROOM,287000
2015-01,3 ROOM,288000
2015-01,3 ROOM,288000
2015-01,3 ROOM,290000
2015-01,3 ROOM,295000
2015-01,3 ROOM,297000
2015-01,3 ROOM,298000
2015-01,3 ROOM,300000
2015-01,3 ROOM,300000
2015-01,3 ROOM,300000
2015-01,3 ROOM,305000
2015-01,3 ROOM,306000
2015-01,3 ROOM,312000
2015-01,3 ROOM,320000
2015-01,3 ROOM,324000
2015-01,3 ROOM,325000
2015-01,4 ROOM,350000
2015-01,4 ROOM,350000
2015-01,4 ROOM,367000
2015-01,4 ROOM,368000
2015-01,4 ROOM,378000
2015-01,4 ROOM,378000
2015-01,4 ROOM,395000
2015-01,4 ROOM,400000
2015-01,4 ROOM,400000
2015-01,4 ROOM,415000
2015-01,4 ROOM,415000
2015-01,4 ROOM,418000
2015-01,4 ROOM,418000
2015-01,4 ROOM,420000
2015-01,4 ROOM,425000
2015-01,4 ROOM,435000
2015-01,4 ROOM,435000
2015-01,4 ROOM,438000
2015-01,4 ROOM,460000
2015-01,4 ROOM,460000
2015-01,4 ROOM,460000
2015-01,4 ROOM,463888
2015-01,4 ROOM,465000
2015-01,4 ROOM,470000
2015-01,5 ROOM,440000
2015-01,5 ROOM,580000
2015-01,5 ROOM,600000
2015-01,5 ROOM,622000
2015-01,5 ROOM,710000
2015-01,5 ROOM,718888
2015-01,5 ROOM,728000
2015-01,EXECUTIVE,535000
2015-01,2 ROOM,280000
2015-01,2 ROOM,280000
2015-01,3 ROOM,315000
2015-01,3 ROOM,345000
2015-01,3 ROOM,355000
2015-01,3 ROOM,360000
2015-01,3 ROOM,363000
2015-01,3 ROOM,366000
2015-01,3 ROOM,369888
2015-01,3 ROOM,372000
2015-01,3 ROOM,375000
2015-01,3 ROOM,380000
2015-01,3 ROOM,382000
2015-01,3 ROOM,420000
2015-01,3 ROOM,446888
2015-01,3 ROOM,465000
2015-01,3 ROOM,472000
2015-01,3 ROOM,490000
2015-01,3 ROOM,540000
2015-01,3 ROOM,625000
2015-01,3 ROOM,630000
2015-01,3 ROOM,631000
2015-01,4 ROOM,456000
2015-01,4 ROOM,540000
2015-01,4 ROOM,570000
2015-01,4 ROOM,580000
2015-01,4 ROOM,595000
2015-01,4 ROOM,615000
2015-01,4 ROOM,655000
2015-01,4 ROOM,680000
2015-01,4 ROOM,680000
2015-01,4 ROOM,718000
2015-01,4 ROOM,730000
2015-01,4 ROOM,735000
2015-01,4 ROOM,735000
2015-01,4 ROOM,740000
2015-01,4 ROOM,750000
2015-01,4 ROOM,765000
2015-01,4 ROOM,770000
2015-01,5 ROOM,680000
2015-01,5 ROOM,710888
2015-01,5 ROOM,760000
2015-01,5 ROOM,780000
2015-01,5 ROOM,803888
2015-01,5 ROOM,805000
2015-01,5 ROOM,820000
2015-01,5 ROOM,840000
2015-01,5 ROOM,842000
2015-01,5 ROOM,915000
2015-01,3 ROOM,310000
2015-01,3 ROOM,315000
2015-01,3 ROOM,328000
2015-01,4 ROOM,297000
2015-01,4 ROOM,320000
2015-01,4 ROOM,333000
2015-01,4 ROOM,345888
2015-01,4 ROOM,355000
2015-01,4 ROOM,356000
2015-01,4 ROOM,365000
2015-01,4 ROOM,365000
2015-01,4 ROOM,372000
2015-01,4 ROOM,375000
2015-01,4 ROOM,375000
2015-01,4 ROOM,378000
2015-01,4 ROOM,390000
2015-01,4 ROOM,395000
2015-01,4 ROOM,420000
2015-01,4 ROOM,460000
2015-01,4 ROOM,460000
2015-01,5 ROOM,387000
2015-01,5 ROOM,415000
2015-01,5 ROOM,416500
2015-01,5 ROOM,420000
2015-01,5 ROOM,425000
2015-01,5 ROOM,435888
2015-01,5 ROOM,438000
2015-01,5 ROOM,440000
2015-01,5 ROOM,440000
2015-01,5 ROOM,440000
2015-01,5 ROOM,450000
2015-01,5 ROOM,470000
2015-01,5 ROOM,473000
2015-01,5 ROOM,492000
2015-01,5 ROOM,500000
2015-01,5 ROOM,508000
2015-01,5 ROOM,515000
2015-01,5 ROOM,517000
2015-01,5 ROOM,538000
2015-01,5 ROOM,595000
2015-01,5 ROOM,605999
2015-01,EXECUTIVE,450000
2015-01,EXECUTIVE,480000
2015-01,EXECUTIVE,515000
2015-01,EXECUTIVE,540000
2015-01,EXECUTIVE,555000
2015-01,EXECUTIVE,590000
2015-01,EXECUTIVE,688888
2015-01,EXECUTIVE,710000
2015-01,EXECUTIVE,768000
2015-01,4 ROOM,690888
2015-01,5 ROOM,855000
2015-01,3 ROOM,445000
2015-01,3 ROOM,452888
2015-01,3 ROOM,455000
2015-01,3 ROOM,540000
2015-01,4 ROOM,493000
2015-01,4 ROOM,818000
2015-01,4 ROOM,830000
2015-01,4 ROOM,835000
2015-01,4 ROOM,838000
2015-01,4 ROOM,842000
2015-01,4 ROOM,850000
2015-01,4 ROOM,910000
2015-01,4 ROOM,955000
2015-01,5 ROOM,918000
2015-01,5 ROOM,980000
2015-01,3 ROOM,295000
2015-01,4 ROOM,320000
2015-01,4 ROOM,323888
2015-01,4 ROOM,325000
2015-01,4 ROOM,330000
2015-01,4 ROOM,330000
2015-01,4 ROOM,340000
2015-01,4 ROOM,343000
2015-01,4 ROOM,345000
2015-01,4 ROOM,345000
2015-01,4 ROOM,350000
2015-01,4 ROOM,350000
2015-01,4 ROOM,355000
2015-01,4 ROOM,358000
2015-01,4 ROOM,360000
2015-01,4 ROOM,360000
2015-01,4 ROOM,360000
2015-01,4 ROOM,365000
2015-01,4 ROOM,365000
2015-01,4 ROOM,370000
2015-01,4 ROOM,371000
2015-01,4 ROOM,375000
2015-01,4 ROOM,375000
2015-01,4 ROOM,375000
2015-01,4 ROOM,375000
2015-01,4 ROOM,376000
2015-01,4 ROOM,380000
2015-01,4 ROOM,380000
2015-01,4 ROOM,380000
2015-01,4 ROOM,385000
2015-01,4 ROOM,385000
2015-01,4 ROOM,392000
2015-01,4 ROOM,393000
2015-01,4 ROOM,412000
2015-01,4 ROOM,510000
2015-01,4 ROOM,515000
2015-01,5 ROOM,423000
2015-01,5 ROOM,430000
2015-01,5 ROOM,430000
2015-01,5 ROOM,430000
2015-01,5 ROOM,434000
2015-01,5 ROOM,435000
2015-01,5 ROOM,438000
2015-01,5 ROOM,442500
2015-01,5 ROOM,450000
2015-01,5 ROOM,450000
2015-01,5 ROOM,460000
2015-01,5 ROOM,470000
2015-01,5 ROOM,470000
2015-01,5 ROOM,480000
2015-01,EXECUTIVE,540000
2015-01,EXECUTIVE,542000
2015-01,EXECUTIVE,563000
2015-01,EXECUTIVE,565000
2015-01,EXECUTIVE,575000
2015-01,EXECUTIVE,582000
2015-01,EXECUTIVE,590000
2015-01,EXECUTIVE,620000
2015-01,3 ROOM,285000
2015-01,3 ROOM,286000
2015-01,3 ROOM,295000
2015-01,3 ROOM,305000
2015-01,3 ROOM,310000
2015-01,3 ROOM,318800
2015-01,3 ROOM,332000
2015-01,3 ROOM,338000
2015-01,3 ROOM,340000
2015-01,3 ROOM,340000
2015-01,3 ROOM,345000
2015-01,3 ROOM,345000
2015-01,3 ROOM,355000
2015-01,3 ROOM,371000
2015-01,3 ROOM,375000
2015-01,3 ROOM,385000
2015-01,3 ROOM,399000
2015-01,4 ROOM,435000
2015-01,4 ROOM,532000
2015-01,4 ROOM,552000
2015-01,5 ROOM,595000
2015-01,5 ROOM,675000
2015-01,2 ROOM,235000
2015-01,2 ROOM,260000
2015-01,3 ROOM,210000
2015-01,3 ROOM,258000
2015-01,3 ROOM,270000
2015-01,3 ROOM,275000
2015-01,3 ROOM,275000
2015-01,3 ROOM,280000
2015-01,3 ROOM,282000
2015-01,3 ROOM,298000
2015-01,3 ROOM,298000
2015-01,3 ROOM,300000
2015-01,3 ROOM,313000
2015-01,3 ROOM,318000
2015-01,3 ROOM,320000
2015-01,3 ROOM,330000
2015-01,3 ROOM,340000
2015-01,3 ROOM,358888
2015-01,3 ROOM,363888
2015-01,3 ROOM,385000
2015-01,3 ROOM,403888
2015-01,3 ROOM,410000
2015-01,3 ROOM,475000
2015-01,4 ROOM,380000
2015-01,4 ROOM,398000
2015-01,4 ROOM,425000
2015-01,4 ROOM,480000
2015-01,4 ROOM,555500
2015-01,4 ROOM,575000
2015-01,4 ROOM,678000
2015-01,5 ROOM,525000
2015-01,5 ROOM,590000
2015-01,5 ROOM,672000
2015-01,5 ROOM,788000
2015-01,5 ROOM,790000
2015-01,3 ROOM,262000
2015-01,3 ROOM,268000
2015-01,3 ROOM,280000
2015-01,3 ROOM,288500
2015-01,3 ROOM,290000
2015-01,3 ROOM,294000
2015-01,3 ROOM,298000
2015-01,3 ROOM,300000
2015-01,3 ROOM,300000
2015-01,3 ROOM,300000
2015-01,3 ROOM,300000
2015-01,3 ROOM,310000
2015-01,3 ROOM,311000
2015-01,3 ROOM,313000
2015-01,3 ROOM,315000
2015-01,3 ROOM,315000
2015-01,3 ROOM,318000
2015-01,3 ROOM,320000
2015-01,3 ROOM,322000
2015-01,3 ROOM,330000
2015-01,3 ROOM,335000
2015-01,3 ROOM,340000
2015-01,4 ROOM,362888
2015-01,4 ROOM,368000
2015-01,4 ROOM,370000
2015-01,4 ROOM,370000
2015-01,4 ROOM,371000
2015-01,4 ROOM,378000
2015-01,4 ROOM,378000
2015-01,4 ROOM,380000
2015-01,4 ROOM,390000
2015-01,4 ROOM,398000
2015-01,4 ROOM,400000
2015-01,4 ROOM,402888
2015-01,4 ROOM,405000
2015-01,4 ROOM,405000
2015-01,4 ROOM,406000
2015-01,4 ROOM,415000
2015-01,4 ROOM,418000
2015-01,4 ROOM,421000
2015-01,4 ROOM,425000
2015-01,4 ROOM,428000
2015-01,4 ROOM,430000
2015-01,4 ROOM,445000
2015-01,4 ROOM,445000
2015-01,4 ROOM,530000
2015-01,5 ROOM,425000
2015-01,5 ROOM,478000
2015-01,5 ROOM,493000
2015-01,5 ROOM,522000
2015-01,5 ROOM,528000
2015-01,5 ROOM,600000
2015-01,5 ROOM,640888
2015-01,EXECUTIVE,554000
2015-01,EXECUTIVE,588000
2015-01,EXECUTIVE,595000
2015-01,EXECUTIVE,597000
2015-01,EXECUTIVE,625000
2015-01,EXECUTIVE,630000
2015-01,EXECUTIVE,665000
2015-01,EXECUTIVE,680000
2015-01,EXECUTIVE,780000
2015-01,3 ROOM,270000
2015-01,3 ROOM,275000
2015-01,3 ROOM,280000
2015-01,3 ROOM,295000
2015-01,3 ROOM,300500
2015-01,3 ROOM,306000
2015-01,3 ROOM,316000
2015-01,3 ROOM,320000
2015-01,3 ROOM,360000
2015-01,3 ROOM,370000
2015-01,3 ROOM,380000
2015-01,3 ROOM,390000
2015-01,4 ROOM,342000
2015-01,4 ROOM,382000
2015-01,4 ROOM,410000
2015-01,4 ROOM,415000
2015-01,4 ROOM,445888
2015-01,4 ROOM,448000
2015-01,4 ROOM,500000
2015-01,4 ROOM,525000
2015-01,5 ROOM,390000
2015-01,5 ROOM,520000
2015-01,5 ROOM,580888
2015-01,5 ROOM,585000
2015-01,5 ROOM,625000
2015-01,EXECUTIVE,678000
2015-01,3 ROOM,248000
2015-01,3 ROOM,255000
2015-01,3 ROOM,255000
2015-01,3 ROOM,258000
2015-01,3 ROOM,260000
2015-01,3 ROOM,275000
2015-01,3 ROOM,280000
2015-01,3 ROOM,280000
2015-01,3 ROOM,283000
2015-01,3 ROOM,290000
2015-01,3 ROOM,293000
2015-01,3 ROOM,300000
2015-01,3 ROOM,300000
2015-01,3 ROOM,300000
2015-01,3 ROOM,305000
2015-01,3 ROOM,313000
2015-01,3 ROOM,315000
2015-01,3 ROOM,320000
2015-01,3 ROOM,330000
2015-01,3 ROOM,330000
2015-01,4 ROOM,330000
2015-01,4 ROOM,333000
2015-01,4 ROOM,333000
2015-01,4 ROOM,340000
2015-01,4 ROOM,343000
2015-01,4 ROOM,349000
2015-01,4 ROOM,352000
2015-01,4 ROOM,352000
2015-01,4 ROOM,352000
2015-01,4 ROOM,360000
2015-01,4 ROOM,365000
2015-01,4 ROOM,365000
2015-01,4 ROOM,366000
2015-01,4 ROOM,366800
2015-01,4 ROOM,370000
2015-01,4 ROOM,370000
2015-01,4 ROOM,370000
2015-01,4 ROOM,370000
2015-01,4 ROOM,373000
2015-01,4 ROOM,375000
2015-01,4 ROOM,375000
2015-01,4 ROOM,375000
2015-01,4 ROOM,376000
2015-01,4 ROOM,380000
2015-01,4 ROOM,380000
2015-01,4 ROOM,400000
2015-01,4 ROOM,410000
2015-01,4 ROOM,413999
2015-01,4 ROOM,420000
2015-01,4 ROOM,435000
2015-01,4 ROOM,438888
2015-01,4 ROOM,440000
2015-01,5 ROOM,400000
2015-01,5 ROOM,403888
2015-01,5 ROOM,408000
2015-01,5 ROOM,410000
2015-01,5 ROOM,411000
2015-01,5 ROOM,415000
2015-01,5 ROOM,418000
2015-01,5 ROOM,420000
2015-01,5 ROOM,425000
2015-01,5 ROOM,425000
2015-01,5 ROOM,430000
2015-01,5 ROOM,433000
2015-01,5 ROOM,435000
2015-01,5 ROOM,440000
2015-01,5 ROOM,448000
2015-01,5 ROOM,450000
2015-01,5 ROOM,450000
2015-01,5 ROOM,451000
2015-01,5 ROOM,455000
2015-01,5 ROOM,455000
2015-01,5 ROOM,458000
2015-01,5 ROOM,460000
2015-01,5 ROOM,460000
2015-01,5 ROOM,465000
2015-01,5 ROOM,465000
2015-01,5 ROOM,470000
2015-01,5 ROOM,470000
2015-01,5 ROOM,478000
2015-01,5 ROOM,480000
2015-01,5 ROOM,483000
2015-01,5 ROOM,500000
2015-01,5 ROOM,508000
2015-01,5 ROOM,508000
2015-01,5 ROOM,508000
2015-01,5 ROOM,518000
2015-01,5 ROOM,525000
2015-01,5 ROOM,526000
2015-01,5 ROOM,555000
2015-01,5 ROOM,580000
2015-01,EXECUTIVE,495000
2015-01,EXECUTIVE,525000
2015-01,EXECUTIVE,530000
2015-01,EXECUTIVE,538000
2015-01,EXECUTIVE,545000
2015-01,EXECUTIVE,550000
2015-01,EXECUTIVE,560000
2015-01,EXECUTIVE,560000
2015-01,EXECUTIVE,570000
2015-01,EXECUTIVE,600000
2015-01,EXECUTIVE,605000
2015-01,EXECUTIVE,610000
2015-01,EXECUTIVE,630000
2015-01,3 ROOM,265000
2015-01,3 ROOM,310000
2015-01,3 ROOM,313000
2015-01,3 ROOM,315000
2015-01,3 ROOM,315000
2015-01,3 ROOM,320000
2015-01,3 ROOM,325000
2015-01,3 ROOM,360000
2015-01,3 ROOM,360000
2015-01,3 ROOM,361000
2015-01,3 ROOM,370000
2015-01,3 ROOM,370000
2015-01,3 ROOM,381000
2015-01,3 ROOM,388000
2015-01,3 ROOM,415000
2015-01,3 ROOM,425000
2015-01,3 ROOM,760000
2015-01,4 ROOM,380000
2015-01,4 ROOM,398000
2015-01,4 ROOM,410000
2015-01,4 ROOM,440000
2015-01,4 ROOM,443000
2015-01,4 ROOM,465000
2015-01,4 ROOM,465000
2015-01,4 ROOM,472000
2015-01,4 ROOM,490000
2015-01,4 ROOM,530000
2015-01,4 ROOM,533000
2015-01,4 ROOM,558000
2015-01,4 ROOM,575000
2015-01,4 ROOM,620000
2015-01,4 ROOM,648000
2015-01,4 ROOM,650000
2015-01,4 ROOM,675000
2015-01,4 ROOM,680000
2015-01,5 ROOM,681000
2015-01,5 ROOM,688000
2015-01,5 ROOM,695000
2015-01,5 ROOM,700000
2015-01,5 ROOM,730000
2015-01,5 ROOM,760000
2015-01,EXECUTIVE,737000
2015-01,3 ROOM,375000
2015-01,5 ROOM,800000
2015-01,5 ROOM,888000
2015-01,3 ROOM,290000
2015-01,4 ROOM,390000
2015-01,4 ROOM,392000
2015-01,4 ROOM,395000
2015-01,4 ROOM,400000
2015-01,4 ROOM,405000
2015-01,4 ROOM,405000
2015-01,4 ROOM,410000
2015-01,4 ROOM,410000
2015-01,4 ROOM,412000
2015-01,4 ROOM,413000
2015-01,4 ROOM,415000
2015-01,4 ROOM,418000
2015-01,4 ROOM,420000
2015-01,4 ROOM,425000
2015-01,4 ROOM,425000
2015-01,4 ROOM,430000
2015-01,4 ROOM,430000
2015-01,4 ROOM,430000
2015-01,4 ROOM,437000
2015-01,4 ROOM,443888
2015-01,5 ROOM,453000
2015-01,5 ROOM,455000
2015-01,5 ROOM,460000
2015-01,5 ROOM,470000
2015-01,5 ROOM,480000
2015-01,5 ROOM,480000
2015-01,5 ROOM,485500
2015-01,5 ROOM,490000
2015-01,5 ROOM,490000
2015-01,5 ROOM,500000
2015-01,5 ROOM,506800
2015-01,5 ROOM,510000
2015-01,5 ROOM,512000
2015-01,5 ROOM,520000
2015-01,5 ROOM,523000
2015-01,5 ROOM,535000
2015-01,EXECUTIVE,510000
2015-01,EXECUTIVE,525000
2015-01,EXECUTIVE,540000
2015-01,EXECUTIVE,540000
2015-01,EXECUTIVE,545000
2015-01,EXECUTIVE,550000
2015-01,EXECUTIVE,550000
2015-01,EXECUTIVE,575000
2015-01,EXECUTIVE,595000
2015-01,EXECUTIVE,620000
2015-01,EXECUTIVE,635000
2015-01,EXECUTIVE,648000
2015-01,EXECUTIVE,670000
2015-01,EXECUTIVE,775000
2015-01,4 ROOM,370000
2015-01,4 ROOM,378000
2015-01,4 ROOM,380000
2015-01,4 ROOM,388000
2015-01,4 ROOM,395000
2015-01,4 ROOM,395000
2015-01,4 ROOM,400000
2015-01,4 ROOM,400000
2015-01,4 ROOM,403000
2015-01,4 ROOM,405000
2015-01,4 ROOM,410000
2015-01,4 ROOM,420000
2015-01,4 ROOM,422000
2015-01,4 ROOM,425000
2015-01,4 ROOM,427000
2015-01,4 ROOM,430000
2015-01,4 ROOM,435000
2015-01,4 ROOM,440000
2015-01,4 ROOM,448000
2015-01,4 ROOM,455000
2015-01,4 ROOM,470000
2015-01,4 ROOM,475000
2015-01,4 ROOM,481168
2015-01,4 ROOM,483000
2015-01,4 ROOM,490000
2015-01,4 ROOM,500000
2015-01,4 ROOM,505000
2015-01,4 ROOM,510000
2015-01,5 ROOM,438000
2015-01,5 ROOM,440000
2015-01,5 ROOM,447000
2015-01,5 ROOM,450000
2015-01,5 ROOM,450000
2015-01,5 ROOM,458000
2015-01,5 ROOM,460000
2015-01,5 ROOM,465000
2015-01,5 ROOM,465000
2015-01,5 ROOM,465000
2015-01,5 ROOM,475888
2015-01,5 ROOM,480000
2015-01,5 ROOM,480000
2015-01,5 ROOM,495000
2015-01,5 ROOM,495000
2015-01,5 ROOM,500000
2015-01,5 ROOM,510000
2015-01,5 ROOM,510000
2015-01,5 ROOM,524000
2015-01,5 ROOM,540000
2015-01,3 ROOM,305000
2015-01,3 ROOM,310000
2015-01,3 ROOM,313000
2015-01,3 ROOM,335000
2015-01,3 ROOM,350000
2015-01,3 ROOM,350000
2015-01,3 ROOM,350000
2015-01,3 ROOM,350000
2015-01,3 ROOM,350000
2015-01,3 ROOM,355000
2015-01,3 ROOM,377000
2015-01,3 ROOM,380000
2015-01,3 ROOM,415000
2015-01,3 ROOM,420000
2015-01,3 ROOM,435000
2015-01,3 ROOM,440000
2015-01,3 ROOM,460000
2015-01,3 ROOM,482000
2015-01,4 ROOM,463000
2015-01,4 ROOM,496000
2015-01,4 ROOM,585000
2015-01,4 ROOM,660000
2015-01,4 ROOM,668000
2015-01,4 ROOM,670000
2015-01,4 ROOM,688888
2015-01,4 ROOM,728000
2015-01,4 ROOM,755000
2015-01,4 ROOM,765000
2015-01,4 ROOM,766000
2015-01,5 ROOM,750000
2015-01,5 ROOM,780000
2015-01,5 ROOM,822800
2015-01,5 ROOM,825000
2015-01,5 ROOM,950000
2015-01,4 ROOM,339000
2015-01,4 ROOM,340000
2015-01,4 ROOM,343000
2015-01,4 ROOM,352000
2015-01,4 ROOM,353888
2015-01,4 ROOM,355000
2015-01,4 ROOM,360000
2015-01,4 ROOM,367000
2015-01,4 ROOM,370000
2015-01,4 ROOM,375000
2015-01,4 ROOM,376888
2015-01,4 ROOM,388000
2015-01,4 ROOM,390000
2015-01,4 ROOM,397000
2015-01,5 ROOM,380000
2015-01,5 ROOM,425000
2015-01,5 ROOM,445000
2015-01,5 ROOM,450000
2015-01,5 ROOM,465000
2015-01,5 ROOM,470000
2015-01,5 ROOM,475000
2015-01,EXECUTIVE,462000
2015-01,EXECUTIVE,498000
2015-01,EXECUTIVE,540000
2015-01,3 ROOM,355000
2015-01,3 ROOM,357000
2015-01,3 ROOM,370000
2015-01,4 ROOM,355000
2015-01,4 ROOM,358000
2015-01,4 ROOM,363000
2015-01,4 ROOM,365000
2015-01,4 ROOM,370000
2015-01,4 ROOM,370000
2015-01,4 ROOM,370000
2015-01,4 ROOM,375000
2015-01,4 ROOM,375000
2015-01,4 ROOM,375000
2015-01,4 ROOM,380000
2015-01,4 ROOM,380000
2015-01,4 ROOM,385000
2015-01,4 ROOM,390000
2015-01,4 ROOM,395000
2015-01,4 ROOM,398888
2015-01,4 ROOM,410000
2015-01,4 ROOM,412000
2015-01,4 ROOM,415000
2015-01,4 ROOM,418000
2015-01,4 ROOM,420000
2015-01,4 ROOM,422000
2015-01,4 ROOM,423000
2015-01,4 ROOM,425000
2015-01,4 ROOM,428000
2015-01,4 ROOM,435000
2015-01,4 ROOM,436800
2015-01,4 ROOM,438000
2015-01,4 ROOM,455000
2015-01,4 ROOM,468000
2015-01,4 ROOM,500000
2015-01,4 ROOM,508000
2015-01,4 ROOM,510000
2015-01,4 ROOM,515000
2015-01,4 ROOM,519000
2015-01,4 ROOM,520000
2015-01,4 ROOM,525000
2015-01,4 ROOM,538000
2015-01,4 ROOM,550000
2015-01,5 ROOM,388000
2015-01,5 ROOM,395000
2015-01,5 ROOM,400000
2015-01,5 ROOM,402000
2015-01,5 ROOM,415000
2015-01,5 ROOM,420000
2015-01,5 ROOM,437000
2015-01,5 ROOM,438000
2015-01,5 ROOM,439888
2015-01,5 ROOM,445000
2015-01,5 ROOM,455000
2015-01,5 ROOM,458000
2015-01,5 ROOM,460000
2015-01,5 ROOM,465000
2015-01,5 ROOM,465000
2015-01,5 ROOM,465888
2015-01,5 ROOM,470000
2015-01,5 ROOM,475000
2015-01,5 ROOM,480000
2015-01,5 ROOM,485000
2015-01,5 ROOM,488000
