year,flat_type,resale_price
2012-04,4 ROOM,450000
2012-04,4 ROOM,455000
2012-04,5 ROOM,460000
2012-04,5 ROOM,465000
2012-04,5 ROOM,470000
2012-04,5 ROOM,483000
2012-04,5 ROOM,485000
2012-04,5 ROOM,487000
2012-04,5 ROOM,490000
2012-04,5 ROOM,500000
2012-04,5 ROOM,501000
2012-04,5 ROOM,509000
2012-04,5 ROOM,524000
2012-04,5 ROOM,525000
2012-04,5 ROOM,545000
2012-04,EXECUTIVE,545000
2012-04,EXECUTIVE,548000
2012-04,EXECUTIVE,635000
2012-04,EXECUTIVE,670000
2012-04,MULTI-GENERATION,720000
2012-05,2 ROOM,260000
2012-05,2 ROOM,270000
2012-05,3 ROOM,295000
2012-05,3 ROOM,316000
2012-05,3 ROOM,319000
2012-05,3 ROOM,320000
2012-05,3 ROOM,321000
2012-05,3 ROOM,322000
2012-05,3 ROOM,322000
2012-05,3 ROOM,325000
2012-05,3 ROOM,325000
2012-05,3 ROOM,325000
2012-05,3 ROOM,325200
2012-05,3 ROOM,326000
2012-05,3 ROOM,328000
2012-05,3 ROOM,330000
2012-05,3 ROOM,331000
2012-05,3 ROOM,332000
2012-05,3 ROOM,334000
2012-05,3 ROOM,334000
2012-05,3 ROOM,335000
2012-05,3 ROOM,335500
2012-05,3 ROOM,337000
2012-05,3 ROOM,338000
2012-05,3 ROOM,340000
2012-05,3 ROOM,345000
2012-05,3 ROOM,345000
2012-05,3 ROOM,346000
2012-05,3 ROOM,348000
2012-05,3 ROOM,349000
2012-05,3 ROOM,350000
2012-05,3 ROOM,350000
2012-05,3 ROOM,351000
2012-05,3 ROOM,352000
2012-05,3 ROOM,352000
2012-05,3 ROOM,355000
2012-05,3 ROOM,355000
2012-05,3 ROOM,360000
2012-05,3 ROOM,361000
2012-05,3 ROOM,363000
2012-05,3 ROOM,365000
2012-05,3 ROOM,365000
2012-05,3 ROOM,370000
2012-05,3 ROOM,372000
2012-05,3 ROOM,373000
2012-05,3 ROOM,373000
2012-05,3 ROOM,378000
2012-05,3 ROOM,380000
2012-05,3 ROOM,385000
2012-05,3 ROOM,386000
2012-05,3 ROOM,387000
2012-05,3 ROOM,392000
2012-05,3 ROOM,393000
2012-05,3 ROOM,395000
2012-05,3 ROOM,398888
2012-05,3 ROOM,400000
2012-05,3 ROOM,402000
2012-05,3 ROOM,402000
2012-05,4 ROOM,405000
2012-05,3 ROOM,405000
2012-05,3 ROOM,408000
2012-05,3 ROOM,413000
2012-05,4 ROOM,420000
2012-05,3 ROOM,423000
2012-05,4 ROOM,430000
2012-05,4 ROOM,431000
2012-05,4 ROOM,431000
2012-05,4 ROOM,435000
2012-05,3 ROOM,438000
2012-05,3 ROOM,440000
2012-05,4 ROOM,440000
2012-05,4 ROOM,440000
2012-05,4 ROOM,445000
2012-05,4 ROOM,445000
2012-05,4 ROOM,445000
2012-05,4 ROOM,446000
2012-05,4 ROOM,448000
2012-05,4 ROOM,456000
2012-05,4 ROOM,458000
2012-05,4 ROOM,459000
2012-05,4 ROOM,470000
2012-05,4 ROOM,470000
2012-05,4 ROOM,475000
2012-05,4 ROOM,478000
2012-05,4 ROOM,480000
2012-05,4 ROOM,495000
2012-05,4 ROOM,495000
2012-05,4 ROOM,500000
2012-05,4 ROOM,502000
2012-05,4 ROOM,503000
2012-05,4 ROOM,510888
2012-05,4 ROOM,520000
2012-05,4 ROOM,527000
2012-05,4 ROOM,530000
2012-05,5 ROOM,540000
2012-05,5 ROOM,555000
2012-05,5 ROOM,563000
2012-05,4 ROOM,582000
2012-05,4 ROOM,639888
2012-05,5 ROOM,645000
2012-05,EXECUTIVE,698000
2012-05,5 ROOM,700000
2012-05,5 ROOM,705000
2012-05,5 ROOM,715000
2012-05,EXECUTIVE,790000
2012-05,2 ROOM,266000
2012-05,2 ROOM,271000
2012-05,3 ROOM,297000
2012-05,3 ROOM,298000
2012-05,3 ROOM,300000
2012-05,3 ROOM,300000
2012-05,3 ROOM,305000
2012-05,3 ROOM,309000
2012-05,3 ROOM,311000
2012-05,3 ROOM,314000
2012-05,3 ROOM,314000
2012-05,3 ROOM,315000
2012-05,3 ROOM,315000
2012-05,3 ROOM,315000
2012-05,3 ROOM,315000
2012-05,3 ROOM,320000
2012-05,3 ROOM,321000
2012-05,3 ROOM,323000
2012-05,3 ROOM,323000
2012-05,3 ROOM,324000
2012-05,3 ROOM,325000
2012-05,3 ROOM,325000
2012-05,3 ROOM,329000
2012-05,3 ROOM,330000
2012-05,3 ROOM,330000
2012-05,3 ROOM,330000
2012-05,3 ROOM,330000
2012-05,3 ROOM,333000
2012-05,3 ROOM,335000
2012-05,3 ROOM,336000
2012-05,3 ROOM,337000
2012-05,3 ROOM,338000
2012-05,3 ROOM,343000
2012-05,3 ROOM,345000
2012-05,3 ROOM,346888
2012-05,3 ROOM,350000
2012-05,3 ROOM,350000
2012-05,3 ROOM,351000
2012-05,3 ROOM,353000
2012-05,3 ROOM,355000
2012-05,3 ROOM,355000
2012-05,3 ROOM,355000
2012-05,3 ROOM,355000
2012-05,3 ROOM,358000
2012-05,3 ROOM,360000
2012-05,3 ROOM,360000
2012-05,3 ROOM,366000
2012-05,3 ROOM,366000
2012-05,3 ROOM,366000
2012-05,3 ROOM,370000
2012-05,3 ROOM,370000
2012-05,3 ROOM,373000
2012-05,3 ROOM,378000
2012-05,4 ROOM,382000
2012-05,4 ROOM,387000
2012-05,4 ROOM,390000
2012-05,3 ROOM,393000
2012-05,4 ROOM,393500
2012-05,3 ROOM,400000
2012-05,3 ROOM,400000
2012-05,4 ROOM,400000
2012-05,4 ROOM,402000
2012-05,4 ROOM,405000
2012-05,4 ROOM,408000
2012-05,4 ROOM,408000
2012-05,4 ROOM,410000
2012-05,4 ROOM,410000
2012-05,4 ROOM,412000
2012-05,4 ROOM,413000
2012-05,4 ROOM,413000
2012-05,4 ROOM,415000
2012-05,4 ROOM,417000
2012-05,3 ROOM,422000
2012-05,4 ROOM,424000
2012-05,3 ROOM,425000
2012-05,4 ROOM,425000
2012-05,4 ROOM,425000
2012-05,3 ROOM,427500
2012-05,4 ROOM,428000
2012-05,4 ROOM,430000
2012-05,4 ROOM,434000
2012-05,4 ROOM,435000
2012-05,4 ROOM,435000
2012-05,4 ROOM,435000
2012-05,4 ROOM,435000
2012-05,4 ROOM,450000
2012-05,4 ROOM,450000
2012-05,4 ROOM,451000
2012-05,5 ROOM,460000
2012-05,4 ROOM,463000
2012-05,4 ROOM,465000
2012-05,4 ROOM,465000
2012-05,4 ROOM,468888
2012-05,5 ROOM,470000
2012-05,4 ROOM,480000
2012-05,5 ROOM,480000
2012-05,4 ROOM,485000
2012-05,5 ROOM,487000
2012-05,5 ROOM,520000
2012-05,5 ROOM,524000
2012-05,5 ROOM,530000
2012-05,5 ROOM,535000
2012-05,5 ROOM,552000
2012-05,4 ROOM,560000
2012-05,5 ROOM,562000
2012-05,5 ROOM,567000
2012-05,5 ROOM,570000
2012-05,4 ROOM,580000
2012-05,5 ROOM,580000
2012-05,EXECUTIVE,580000
2012-05,5 ROOM,585000
2012-05,5 ROOM,591800
2012-05,5 ROOM,607000
2012-05,5 ROOM,616000
2012-05,5 ROOM,620000
2012-05,5 ROOM,620000
2012-05,5 ROOM,634000
2012-05,5 ROOM,640000
2012-05,EXECUTIVE,640000
2012-05,5 ROOM,640888
2012-05,5 ROOM,642000
2012-05,5 ROOM,645000
2012-05,EXECUTIVE,645000
2012-05,5 ROOM,650000
2012-05,5 ROOM,660000
2012-05,EXECUTIVE,661888
2012-05,EXECUTIVE,662000
2012-05,5 ROOM,665000
2012-05,5 ROOM,665000
2012-05,5 ROOM,680000
2012-05,EXECUTIVE,680000
2012-05,EXECUTIVE,690000
2012-05,3 ROOM,268000
2012-05,3 ROOM,333000
2012-05,3 ROOM,393000
2012-05,4 ROOM,395000
2012-05,4 ROOM,395000
2012-05,4 ROOM,437000
2012-05,3 ROOM,450000
2012-05,4 ROOM,460000
2012-05,4 ROOM,473000
2012-05,4 ROOM,480000
2012-05,4 ROOM,488000
2012-05,4 ROOM,498000
2012-05,4 ROOM,508000
2012-05,4 ROOM,520000
2012-05,4 ROOM,530000
2012-05,4 ROOM,530000
2012-05,4 ROOM,532000
2012-05,4 ROOM,545000
2012-05,4 ROOM,570000
2012-05,4 ROOM,580000
2012-05,4 ROOM,605000
2012-05,5 ROOM,620000
2012-05,5 ROOM,650000
2012-05,5 ROOM,650000
2012-05,5 ROOM,657000
2012-05,5 ROOM,683000
2012-05,5 ROOM,695000
2012-05,5 ROOM,710000
2012-05,EXECUTIVE,748000
2012-05,EXECUTIVE,765000
2012-05,MULTI-GENERATION,790000
2012-05,EXECUTIVE,807000
2012-05,EXECUTIVE,813000
2012-05,EXECUTIVE,822000
2012-05,3 ROOM,285000
2012-05,3 ROOM,295000
2012-05,3 ROOM,295000
2012-05,3 ROOM,299000
2012-05,3 ROOM,300000
2012-05,3 ROOM,300000
2012-05,3 ROOM,303000
2012-05,3 ROOM,305000
2012-05,3 ROOM,310000
2012-05,3 ROOM,310000
2012-05,3 ROOM,312000
2012-05,3 ROOM,312000
2012-05,3 ROOM,313000
2012-05,3 ROOM,313000
2012-05,3 ROOM,315000
2012-05,3 ROOM,315000
2012-05,3 ROOM,318000
2012-05,3 ROOM,318000
2012-05,3 ROOM,318500
2012-05,3 ROOM,323000
2012-05,3 ROOM,328000
2012-05,3 ROOM,328000
2012-05,3 ROOM,328300
2012-05,3 ROOM,330000
2012-05,3 ROOM,330000
2012-05,3 ROOM,332000
2012-05,3 ROOM,333000
2012-05,3 ROOM,338000
2012-05,3 ROOM,338000
2012-05,3 ROOM,338000
2012-05,3 ROOM,340000
2012-05,3 ROOM,342000
2012-05,3 ROOM,348000
2012-05,3 ROOM,348000
2012-05,4 ROOM,352500
2012-05,3 ROOM,353000
2012-05,4 ROOM,354000
2012-05,4 ROOM,355000
2012-05,3 ROOM,355000
2012-05,4 ROOM,360000
2012-05,4 ROOM,365000
2012-05,4 ROOM,367000
2012-05,4 ROOM,380000
2012-05,4 ROOM,380000
2012-05,4 ROOM,380000
2012-05,4 ROOM,401800
2012-05,4 ROOM,408000
2012-05,4 ROOM,412000
2012-05,4 ROOM,415000
2012-05,4 ROOM,415000
2012-05,4 ROOM,418000
2012-05,4 ROOM,419000
2012-05,4 ROOM,420000
2012-05,4 ROOM,420000
2012-05,4 ROOM,420000
2012-05,4 ROOM,420000
2012-05,4 ROOM,425000
2012-05,4 ROOM,430000
2012-05,4 ROOM,440000
2012-05,4 ROOM,450000
2012-05,4 ROOM,453000
2012-05,5 ROOM,455000
2012-05,4 ROOM,460000
2012-05,5 ROOM,465000
2012-05,4 ROOM,467000
2012-05,4 ROOM,470000
2012-05,4 ROOM,472000
2012-05,4 ROOM,475000
2012-05,4 ROOM,475000
2012-05,4 ROOM,488000
2012-05,4 ROOM,488000
2012-05,4 ROOM,494000
2012-05,4 ROOM,495000
2012-05,4 ROOM,508000
2012-05,4 ROOM,510000
2012-05,5 ROOM,514000
2012-05,4 ROOM,520000
2012-05,5 ROOM,540000
2012-05,5 ROOM,550000
2012-05,EXECUTIVE,585000
2012-05,EXECUTIVE,595000
2012-05,5 ROOM,600000
2012-05,EXECUTIVE,600000
2012-05,5 ROOM,604000
2012-05,EXECUTIVE,608000
2012-05,EXECUTIVE,617000
2012-05,5 ROOM,618000
2012-05,EXECUTIVE,642000
2012-05,EXECUTIVE,650000
2012-05,EXECUTIVE,655000
2012-05,5 ROOM,660000
2012-05,EXECUTIVE,695000
2012-05,EXECUTIVE,702000
2012-05,EXECUTIVE,708000
2012-05,5 ROOM,750000
2012-05,2 ROOM,275000
2012-05,3 ROOM,290000
2012-05,2 ROOM,298000
2012-05,3 ROOM,304000
2012-05,2 ROOM,306888
2012-05,3 ROOM,317000
2012-05,3 ROOM,325000
2012-05,3 ROOM,330000
2012-05,3 ROOM,335000
2012-05,3 ROOM,340000
2012-05,3 ROOM,340000
2012-05,3 ROOM,345000
2012-05,3 ROOM,354000
2012-05,3 ROOM,357000
2012-05,3 ROOM,359000
2012-05,3 ROOM,363000
2012-05,3 ROOM,365000
2012-05,3 ROOM,365000
2012-05,3 ROOM,366000
2012-05,3 ROOM,367500
2012-05,3 ROOM,370000
2012-05,3 ROOM,375000
2012-05,3 ROOM,378000
2012-05,3 ROOM,380000
2012-05,3 ROOM,380000
2012-05,3 ROOM,383000
2012-05,3 ROOM,392000
2012-05,3 ROOM,395000
2012-05,3 ROOM,399800
2012-05,3 ROOM,400000
2012-05,3 ROOM,400000
2012-05,3 ROOM,403000
2012-05,3 ROOM,405000
2012-05,3 ROOM,414000
2012-05,3 ROOM,430000
2012-05,3 ROOM,432000
2012-05,4 ROOM,435000
2012-05,4 ROOM,435000
2012-05,3 ROOM,450000
2012-05,4 ROOM,450000
2012-05,3 ROOM,452300
2012-05,3 ROOM,457000
2012-05,4 ROOM,461000
2012-05,4 ROOM,465000
2012-05,3 ROOM,470000
2012-05,4 ROOM,470000
2012-05,3 ROOM,471000
2012-05,4 ROOM,472000
2012-05,4 ROOM,473000
2012-05,4 ROOM,482000
2012-05,4 ROOM,482000
2012-05,4 ROOM,488000
2012-05,4 ROOM,495000
2012-05,4 ROOM,505000
2012-05,3 ROOM,519000
2012-05,3 ROOM,528000
2012-05,4 ROOM,530000
2012-05,4 ROOM,543000
2012-05,4 ROOM,543000
2012-05,4 ROOM,553000
2012-05,4 ROOM,573000
2012-05,4 ROOM,573500
2012-05,4 ROOM,575800
2012-05,4 ROOM,580000
2012-05,4 ROOM,592000
2012-05,3 ROOM,595000
2012-05,4 ROOM,595000
2012-05,4 ROOM,595000
2012-05,4 ROOM,605000
2012-05,4 ROOM,607000
2012-05,4 ROOM,608000
2012-05,4 ROOM,610000
2012-05,4 ROOM,611000
2012-05,5 ROOM,625000
2012-05,4 ROOM,625000
2012-05,4 ROOM,630000
2012-05,4 ROOM,638000
2012-05,5 ROOM,640000
2012-05,5 ROOM,640000
2012-05,5 ROOM,658000
2012-05,4 ROOM,663000
2012-05,4 ROOM,668000
2012-05,4 ROOM,670000
2012-05,5 ROOM,670000
2012-05,5 ROOM,677000
2012-05,5 ROOM,685000
2012-05,4 ROOM,688000
2012-05,5 ROOM,688000
2012-05,5 ROOM,688000
2012-05,4 ROOM,690000
2012-05,5 ROOM,690000
2012-05,4 ROOM,695000
2012-05,5 ROOM,695000
2012-05,4 ROOM,700000
2012-05,4 ROOM,702800
2012-05,5 ROOM,720000
2012-05,5 ROOM,722000
2012-05,4 ROOM,730000
2012-05,4 ROOM,740000
2012-05,4 ROOM,740000
2012-05,5 ROOM,746000
2012-05,4 ROOM,768000
2012-05,5 ROOM,778888
2012-05,5 ROOM,790000
2012-05,5 ROOM,799000
2012-05,5 ROOM,804000
2012-05,5 ROOM,808000
2012-05,5 ROOM,810000
2012-05,5 ROOM,825000
2012-05,5 ROOM,850000
2012-05,5 ROOM,850000
2012-05,5 ROOM,860000
2012-05,5 ROOM,870000
2012-05,3 ROOM,317000
2012-05,3 ROOM,317000
2012-05,3 ROOM,320000
2012-05,3 ROOM,330000
2012-05,3 ROOM,331800
2012-05,3 ROOM,335000
2012-05,3 ROOM,340000
2012-05,3 ROOM,350000
2012-05,3 ROOM,350000
2012-05,3 ROOM,351000
2012-05,4 ROOM,358000
2012-05,3 ROOM,360000
2012-05,4 ROOM,363000
2012-05,4 ROOM,365000
2012-05,4 ROOM,378000
2012-05,4 ROOM,380000
2012-05,4 ROOM,383000
2012-05,4 ROOM,388000
2012-05,4 ROOM,390000
2012-05,4 ROOM,390000
2012-05,4 ROOM,390000
2012-05,4 ROOM,391500
2012-05,4 ROOM,392000
2012-05,4 ROOM,396000
2012-05,4 ROOM,400000
2012-05,4 ROOM,403000
2012-05,4 ROOM,405000
2012-05,4 ROOM,405000
2012-05,4 ROOM,405000
2012-05,4 ROOM,408000
2012-05,4 ROOM,412000
2012-05,4 ROOM,415000
2012-05,4 ROOM,416000
2012-05,4 ROOM,417000
2012-05,4 ROOM,419000
2012-05,4 ROOM,420000
2012-05,4 ROOM,420000
2012-05,4 ROOM,423000
2012-05,4 ROOM,432000
2012-05,4 ROOM,438000
2012-05,4 ROOM,445000
2012-05,4 ROOM,449000
2012-05,5 ROOM,450000
2012-05,5 ROOM,452000
2012-05,5 ROOM,455000
2012-05,5 ROOM,455000
2012-05,4 ROOM,460000
2012-05,5 ROOM,460000
2012-05,5 ROOM,462000
2012-05,5 ROOM,470000
2012-05,4 ROOM,475000
2012-05,4 ROOM,476000
2012-05,4 ROOM,478000
2012-05,5 ROOM,480500
2012-05,4 ROOM,490000
2012-05,4 ROOM,497088
2012-05,4 ROOM,500000
2012-05,4 ROOM,503000
2012-05,EXECUTIVE,503000
2012-05,4 ROOM,505000
2012-05,5 ROOM,505000
2012-05,5 ROOM,508000
2012-05,5 ROOM,510000
2012-05,5 ROOM,516000
2012-05,5 ROOM,525000
2012-05,EXECUTIVE,528000
2012-05,EXECUTIVE,533000
2012-05,5 ROOM,543000
2012-05,EXECUTIVE,548000
2012-05,5 ROOM,548888
2012-05,EXECUTIVE,580000
2012-05,5 ROOM,588000
2012-05,5 ROOM,595000
2012-05,5 ROOM,598000
2012-05,5 ROOM,600000
2012-05,5 ROOM,615000
2012-05,EXECUTIVE,638000
2012-05,3 ROOM,433000
2012-05,4 ROOM,585000
2012-05,4 ROOM,605000
2012-05,4 ROOM,608800
2012-05,5 ROOM,695000
2012-05,5 ROOM,731000
2012-05,5 ROOM,890000
2012-05,3 ROOM,381800
2012-05,3 ROOM,390000
2012-05,3 ROOM,413000
2012-05,3 ROOM,425000
2012-05,3 ROOM,435000
2012-05,3 ROOM,440000
2012-05,4 ROOM,480000
2012-05,3 ROOM,498000
2012-05,4 ROOM,585000
2012-05,5 ROOM,643000
2012-05,3 ROOM,315000
2012-05,3 ROOM,320000
2012-05,3 ROOM,347000
2012-05,4 ROOM,383000
2012-05,4 ROOM,385000
2012-05,4 ROOM,391000
2012-05,4 ROOM,392888
2012-05,4 ROOM,393888
2012-05,4 ROOM,396000
2012-05,4 ROOM,398000
2012-05,4 ROOM,399000
2012-05,4 ROOM,400000
2012-05,4 ROOM,405000
2012-05,4 ROOM,410000
2012-05,4 ROOM,410000
2012-05,4 ROOM,412000
2012-05,4 ROOM,413000
2012-05,4 ROOM,414888
2012-05,4 ROOM,415000
2012-05,4 ROOM,415000
2012-05,4 ROOM,415000
2012-05,4 ROOM,418000
2012-05,4 ROOM,420000
2012-05,4 ROOM,420000
2012-05,4 ROOM,420000
2012-05,4 ROOM,420000
2012-05,5 ROOM,421000
2012-05,4 ROOM,422000
2012-05,4 ROOM,422088
2012-05,4 ROOM,423000
2012-05,4 ROOM,423000
2012-05,4 ROOM,423000
2012-05,4 ROOM,423500
2012-05,4 ROOM,423500
2012-05,4 ROOM,424800
2012-05,4 ROOM,425000
2012-05,4 ROOM,425000
2012-05,4 ROOM,426000
2012-05,4 ROOM,428000
2012-05,4 ROOM,430000
2012-05,4 ROOM,430000
2012-05,4 ROOM,430000
2012-05,5 ROOM,432000
2012-05,4 ROOM,432000
2012-05,4 ROOM,433000
2012-05,4 ROOM,435000
2012-05,5 ROOM,443000
2012-05,5 ROOM,445000
2012-05,5 ROOM,445000
2012-05,4 ROOM,447000
2012-05,5 ROOM,447000
2012-05,5 ROOM,450000
2012-05,5 ROOM,450000
2012-05,5 ROOM,450000
2012-05,5 ROOM,451000
2012-05,5 ROOM,452288
2012-05,5 ROOM,455000
2012-05,4 ROOM,460000
2012-05,4 ROOM,460000
2012-05,4 ROOM,463000
2012-05,5 ROOM,465000
2012-05,5 ROOM,466000
2012-05,5 ROOM,467000
2012-05,5 ROOM,472000
2012-05,5 ROOM,472000
2012-05,5 ROOM,473800
2012-05,5 ROOM,475000
2012-05,4 ROOM,475000
2012-05,5 ROOM,475000
2012-05,5 ROOM,475000
2012-05,5 ROOM,478000
2012-05,5 ROOM,482000
2012-05,5 ROOM,483000
2012-05,5 ROOM,485000
2012-05,5 ROOM,488000
2012-05,5 ROOM,490000
2012-05,5 ROOM,492000
2012-05,5 ROOM,493000
2012-05,5 ROOM,498000
2012-05,5 ROOM,500000
2012-05,5 ROOM,502000
2012-05,4 ROOM,505000
2012-05,EXECUTIVE,520000
2012-05,4 ROOM,523000
2012-05,5 ROOM,527000
2012-05,5 ROOM,536000
2012-05,5 ROOM,550000
2012-05,EXECUTIVE,557000
2012-05,EXECUTIVE,565000
2012-05,EXECUTIVE,572800
2012-05,EXECUTIVE,575000
2012-05,EXECUTIVE,575000
2012-05,EXECUTIVE,578000
2012-05,EXECUTIVE,580000
2012-05,EXECUTIVE,580000
2012-05,EXECUTIVE,585000
2012-05,EXECUTIVE,588000
2012-05,5 ROOM,590000
2012-05,5 ROOM,623000
2012-05,EXECUTIVE,625000
2012-05,EXECUTIVE,668000
2012-05,EXECUTIVE,670000
2012-05,EXECUTIVE,680000
2012-05,3 ROOM,318000
2012-05,3 ROOM,325000
2012-05,3 ROOM,326000
2012-05,3 ROOM,327000
2012-05,3 ROOM,330000
2012-05,3 ROOM,332000
2012-05,3 ROOM,338000
2012-05,3 ROOM,338000
2012-05,3 ROOM,340000
2012-05,3 ROOM,340000
2012-05,3 ROOM,340008
2012-05,3 ROOM,342000
2012-05,3 ROOM,352000
2012-05,3 ROOM,360000
2012-05,3 ROOM,363000
2012-05,3 ROOM,365000
2012-05,3 ROOM,370000
2012-05,3 ROOM,370000
2012-05,3 ROOM,372500
2012-05,3 ROOM,375000
2012-05,3 ROOM,380000
2012-05,3 ROOM,380000
2012-05,3 ROOM,394000
2012-05,3 ROOM,395000
2012-05,3 ROOM,395000
2012-05,3 ROOM,398000
2012-05,3 ROOM,400000
2012-05,3 ROOM,400000
2012-05,3 ROOM,401000
2012-05,3 ROOM,401000
2012-05,3 ROOM,402000
2012-05,3 ROOM,402000
2012-05,3 ROOM,403000
2012-05,3 ROOM,409000
2012-05,3 ROOM,413000
2012-05,3 ROOM,416300
2012-05,4 ROOM,420000
2012-05,4 ROOM,420000
2012-05,3 ROOM,422000
2012-05,3 ROOM,430000
2012-05,3 ROOM,430000
2012-05,4 ROOM,435000
2012-05,4 ROOM,440000
2012-05,4 ROOM,440000
2012-05,4 ROOM,441000
2012-05,4 ROOM,443000
2012-05,4 ROOM,445000
2012-05,3 ROOM,450000
2012-05,4 ROOM,462000
2012-05,4 ROOM,465000
2012-05,4 ROOM,465000
2012-05,4 ROOM,470000
2012-05,4 ROOM,493500
2012-05,4 ROOM,497000
2012-05,4 ROOM,500000
2012-05,4 ROOM,503000
2012-05,4 ROOM,510000
2012-05,4 ROOM,518000
2012-05,4 ROOM,520000
2012-05,4 ROOM,522000
2012-05,4 ROOM,530000
2012-05,4 ROOM,540000
2012-05,4 ROOM,545000
2012-05,4 ROOM,598888
2012-05,5 ROOM,626000
2012-05,5 ROOM,653000
2012-05,4 ROOM,685000
2012-05,4 ROOM,700000
2012-05,5 ROOM,718000
2012-05,EXECUTIVE,760000
2012-05,5 ROOM,768500
2012-05,2 ROOM,245000
2012-05,3 ROOM,260000
2012-05,2 ROOM,266000
2012-05,3 ROOM,275000
2012-05,3 ROOM,283800
2012-05,3 ROOM,287000
2012-05,3 ROOM,288000
2012-05,3 ROOM,290000
2012-05,3 ROOM,292000
2012-05,3 ROOM,293000
2012-05,3 ROOM,293000
2012-05,3 ROOM,296000
2012-05,3 ROOM,298000
2012-05,3 ROOM,298000
2012-05,3 ROOM,298000
2012-05,3 ROOM,298000
2012-05,3 ROOM,301500
2012-05,3 ROOM,305000
2012-05,3 ROOM,305000
2012-05,3 ROOM,305000
2012-05,3 ROOM,306888
2012-05,3 ROOM,308000
2012-05,3 ROOM,309000
2012-05,3 ROOM,310000
2012-05,3 ROOM,311000
2012-05,3 ROOM,320000
2012-05,3 ROOM,323000
2012-05,3 ROOM,325000
2012-05,3 ROOM,339000
2012-05,3 ROOM,346000
2012-05,3 ROOM,362000
2012-05,4 ROOM,380000
2012-05,3 ROOM,385000
2012-05,4 ROOM,385000
2012-05,4 ROOM,393000
2012-05,4 ROOM,395000
2012-05,4 ROOM,410000
2012-05,4 ROOM,410000
2012-05,4 ROOM,413000
2012-05,3 ROOM,419000
2012-05,3 ROOM,430000
2012-05,4 ROOM,435000
2012-05,4 ROOM,435000
2012-05,3 ROOM,454000
2012-05,5 ROOM,454000
2012-05,4 ROOM,493000
2012-05,4 ROOM,515000
2012-05,4 ROOM,520000
2012-05,4 ROOM,525000
2012-05,4 ROOM,535000
2012-05,4 ROOM,540000
2012-05,5 ROOM,543000
2012-05,4 ROOM,550000
2012-05,5 ROOM,556000
2012-05,4 ROOM,577000
2012-05,EXECUTIVE,595000
2012-05,EXECUTIVE,610000
2012-05,4 ROOM,620000
2012-05,EXECUTIVE,620000
2012-05,EXECUTIVE,620008
2012-05,4 ROOM,623000
2012-05,5 ROOM,623000
2012-05,4 ROOM,642000
2012-05,4 ROOM,653000
2012-05,4 ROOM,673000
2012-05,5 ROOM,675000
2012-05,5 ROOM,700000
2012-05,EXECUTIVE,745000
2012-05,EXECUTIVE,747388
2012-05,5 ROOM,748000
2012-05,5 ROOM,757000
2012-05,5 ROOM,778000
2012-05,3 ROOM,280000
2012-05,3 ROOM,301000
2012-05,3 ROOM,305000
2012-05,3 ROOM,305000
2012-05,3 ROOM,309000
2012-05,3 ROOM,315000
2012-05,3 ROOM,315000
2012-05,3 ROOM,318000
2012-05,3 ROOM,323000
2012-05,3 ROOM,325000
2012-05,3 ROOM,327000
2012-05,3 ROOM,327000
2012-05,3 ROOM,330000
2012-05,3 ROOM,330000
2012-05,3 ROOM,330000
2012-05,3 ROOM,336000
2012-05,3 ROOM,340000
2012-05,3 ROOM,341000
2012-05,3 ROOM,343800
2012-05,3 ROOM,345000
2012-05,3 ROOM,351000
2012-05,3 ROOM,352000
2012-05,4 ROOM,370000
2012-05,4 ROOM,370000
2012-05,4 ROOM,370000
2012-05,3 ROOM,377000
2012-05,4 ROOM,380000
2012-05,4 ROOM,382000
2012-05,4 ROOM,385000
2012-05,4 ROOM,385000
2012-05,4 ROOM,385000
2012-05,4 ROOM,385000
2012-05,4 ROOM,386000
2012-05,4 ROOM,389000
2012-05,4 ROOM,390000
2012-05,3 ROOM,390000
2012-05,4 ROOM,390000
2012-05,4 ROOM,390000
2012-05,4 ROOM,392000
2012-05,4 ROOM,393000
2012-05,4 ROOM,398000
2012-05,4 ROOM,400000
2012-05,4 ROOM,403000
2012-05,4 ROOM,405000
2012-05,4 ROOM,408000
2012-05,4 ROOM,410000
2012-05,4 ROOM,410000
2012-05,4 ROOM,412000
2012-05,4 ROOM,412000
2012-05,4 ROOM,415000
2012-05,4 ROOM,416000
2012-05,4 ROOM,418000
2012-05,4 ROOM,419000
2012-05,4 ROOM,420000
2012-05,4 ROOM,420000
2012-05,4 ROOM,420000
2012-05,4 ROOM,423000
2012-05,4 ROOM,425000
2012-05,4 ROOM,425000
2012-05,4 ROOM,427000
2012-05,4 ROOM,428000
2012-05,4 ROOM,428000
2012-05,4 ROOM,428000
2012-05,4 ROOM,428000
2012-05,4 ROOM,432000
2012-05,4 ROOM,432800
2012-05,4 ROOM,433000
2012-05,4 ROOM,437000
2012-05,4 ROOM,438000
2012-05,4 ROOM,440000
2012-05,4 ROOM,440000
2012-05,4 ROOM,441000
2012-05,4 ROOM,445000
2012-05,4 ROOM,447000
2012-05,4 ROOM,448000
2012-05,4 ROOM,452000
2012-05,4 ROOM,452000
2012-05,4 ROOM,453000
2012-05,4 ROOM,455000
2012-05,4 ROOM,458000
2012-05,4 ROOM,458000
2012-05,4 ROOM,458000
2012-05,4 ROOM,460000
2012-05,4 ROOM,460000
2012-05,4 ROOM,465000
